advantage,n_random,n_fund,n_chart,n_mm_slow,n_mm_fast,time_dt,price_dt
2.0,5,4,5,2,4,51.0,0.04191178373056129
2.0,5,4,6,1,4,30.0,-0.05258010407293541
2.0,5,4,6,2,4,47.0,0.055159095194863665
2.0,5,4,7,1,4,25.0,-0.04329941793673411
2.0,5,4,7,2,4,44.0,0.029724296908165436
2.0,5,4,8,1,4,23.0,-0.06382738417188064
2.0,5,4,8,2,4,44.0,0.05055620694091592
2.0,5,4,9,1,4,22.0,-0.1122587370287264
2.0,5,4,9,2,4,41.0,0.032251581677878234
2.0,5,5,4,1,4,36.0,0.037902811328882985
2.0,5,5,4,2,4,35.0,0.04071572635094505
2.0,5,5,5,1,4,28.0,-0.04827698533506682
2.0,5,5,5,2,4,46.0,0.05024738474471856
2.0,5,5,6,1,4,37.0,0.043027032216994186
2.0,5,5,6,2,4,42.0,0.030690797729361143
2.0,5,5,7,1,4,22.0,-0.08412569363399536
2.0,5,5,7,2,4,40.0,0.048034048412752724
2.0,5,5,8,1,4,22.0,-0.053511684611681376
2.0,5,5,8,2,4,26.0,-0.050404537324408576
2.0,5,5,9,1,4,35.0,0.023232751191064157
2.0,5,5,9,2,4,38.0,0.054598011231236206
2.0,5,6,4,1,4,43.0,0.04247453528185937
2.0,5,6,4,2,4,29.0,0.035784039794277495
2.0,5,6,5,1,4,43.0,0.0529837216338874
2.0,5,6,5,2,4,53.0,0.04965093933138035
2.0,5,6,6,1,4,46.0,0.05951005847216257
2.0,5,6,6,2,4,41.0,0.05059275020738718
2.0,5,6,7,1,4,39.0,0.02804996481288612
2.0,5,6,7,2,4,33.0,0.021144258224414486
2.0,5,6,8,1,4,33.0,0.041953003025153035
2.0,5,6,8,2,4,26.0,0.023836553877926738
2.0,5,6,9,1,4,31.0,0.032760973063390146
2.0,5,6,9,2,4,33.0,0.028574199801519613
2.0,5,7,4,1,4,34.0,0.03733172175588261
2.0,5,7,4,2,4,32.0,0.04503169972752113
2.0,5,7,5,1,4,20.0,-0.039391512143931856
2.0,5,7,5,2,4,34.0,0.04268340079684552
2.0,5,7,6,1,4,30.0,0.0483400763864045
2.0,5,7,6,2,4,32.0,0.04690045684093453
2.0,5,7,7,1,4,30.0,0.023872710610653068
2.0,5,7,7,2,4,32.0,0.047533562848676936
2.0,5,7,8,1,4,35.0,0.039768085369047995
2.0,5,7,8,2,4,39.0,0.04235952195864505
2.0,5,7,9,1,4,51.0,0.05410560951579706
2.0,5,7,9,2,4,38.0,0.05331641612590781
2.0,5,8,4,1,4,31.0,0.03276868681801874
2.0,5,8,4,2,4,38.0,0.038094394067493646
2.0,5,8,5,1,4,27.0,0.02472580758764224
2.0,5,8,5,2,4,44.0,0.040295128772098524
2.0,5,8,6,1,4,26.0,0.006598518709771106
2.0,5,8,6,2,4,25.0,0.009066067972210039
2.0,5,8,7,1,4,32.0,0.04239403490976858
2.0,5,8,7,2,4,29.0,0.04956187180504359
2.0,5,8,8,1,4,32.0,0.04269946251424063
2.0,5,8,8,2,4,39.0,0.04854065363545627
2.0,5,8,9,1,4,32.0,0.04498065579167625
2.0,5,8,9,2,4,35.0,0.03654758221019491
2.0,5,9,4,1,4,32.0,0.03805557633484081
2.0,5,9,4,2,4,33.0,0.04008675114504653
2.0,5,9,5,1,4,26.0,0.0212427729273083
2.0,5,9,5,2,4,33.0,0.036731823868422345
2.0,5,9,6,1,4,33.0,0.04101640193997508
2.0,5,9,6,2,4,35.0,0.035901423325087056
2.0,5,9,7,1,4,35.0,0.031000523740508105
2.0,5,9,7,2,4,35.0,0.028730110670533642
2.0,5,9,8,1,4,24.0,0.02271300772894828
2.0,5,9,8,2,4,32.0,0.02973680043725734
2.0,5,9,9,1,4,35.0,0.026634862525036173
2.0,5,9,9,2,4,34.0,0.03599645341259221
2.0,6,4,4,1,4,27.0,-0.055333011608575
2.0,6,4,4,2,4,30.0,0.0059653231641976
2.0,6,4,5,1,4,40.0,0.04170174744605185
2.0,6,4,5,2,4,25.0,-0.06930294690580369
2.0,6,4,6,1,4,25.0,-0.03936905798243347
2.0,6,4,6,2,4,26.0,-0.07471514058861639
2.0,6,4,7,1,4,37.0,0.04573520845344348
2.0,6,4,7,2,4,49.0,0.05888738758304673
2.0,6,4,8,1,4,25.0,-0.07083861531835894
2.0,6,4,8,2,4,27.0,-0.03654751372384946
2.0,6,4,9,1,4,38.0,0.03683393595591892
2.0,6,4,9,2,4,48.0,0.07091887706851212
2.0,6,5,4,1,4,28.0,-0.02931935210285159
2.0,6,5,4,2,4,26.0,-0.044053402405934194
2.0,6,5,5,1,4,55.0,0.057060466923114166
2.0,6,5,5,2,4,25.0,-0.05679572299754893
2.0,6,5,6,1,4,46.0,0.04816300158477327
2.0,6,5,6,2,4,25.0,-0.07902062906683045
2.0,6,5,7,1,4,46.0,0.05004362820457916
2.0,6,5,7,2,4,37.0,0.03491163370031176
2.0,6,5,8,1,4,17.0,-0.06519264719994669
2.0,6,5,8,2,4,27.0,-0.032283345729211974
2.0,6,5,9,1,4,35.0,0.05697459336350765
2.0,6,5,9,2,4,44.0,0.06702637729895923
2.0,6,6,4,1,4,35.0,0.02964536685326859
2.0,6,6,4,2,4,38.0,0.04161734438419953
2.0,6,6,5,1,4,30.0,0.052739300424110756
2.0,6,6,5,2,4,47.0,0.048992466275171
2.0,6,6,6,1,4,46.0,0.04686205770712131
2.0,6,6,6,2,4,26.0,-0.05665690082729536
2.0,6,6,7,1,4,30.0,0.03610712122196641
2.0,6,6,7,2,4,42.0,0.04399426085302314
2.0,6,6,8,1,4,37.0,0.05255371066332398
2.0,6,6,8,2,4,37.0,0.035249796193172415
2.0,6,6,9,1,4,32.0,0.04448222283729968
2.0,6,6,9,2,4,35.0,0.04451549781143066
2.0,6,7,4,1,4,33.0,0.038143517296758064
2.0,6,7,4,2,4,39.0,0.04150188815073104
2.0,6,7,5,1,4,30.0,0.029457576920092363
2.0,6,7,5,2,4,44.0,0.05055953449111233
2.0,6,7,6,1,4,37.0,0.046054491563515904
2.0,6,7,6,2,4,35.0,0.04344120990543235
2.0,6,7,7,1,4,26.0,-0.038671953074418446
2.0,6,7,7,2,4,36.0,0.04801731965298682
2.0,6,7,8,1,4,21.0,-0.04641279417038603
2.0,6,7,8,2,4,32.0,0.040814993486954575
2.0,6,7,9,1,4,38.0,0.036273445975083654
2.0,6,7,9,2,4,27.0,0.006828222885181834
2.0,6,8,4,1,4,46.0,0.0367754053939652
2.0,6,8,4,2,4,35.0,0.02936483200217922
2.0,6,8,5,1,4,25.0,0.03134290157873455
2.0,6,8,5,2,4,32.0,0.03623347969626691
2.0,6,8,6,1,4,38.0,0.03861307578796773
2.0,6,8,6,2,4,31.0,0.026511010407233554
2.0,6,8,7,1,4,22.0,-0.04683743142100754
2.0,6,8,7,2,4,46.0,0.05873747679721649
2.0,6,8,8,1,4,35.0,0.027787334446313833
2.0,6,8,8,2,4,24.0,0.03214214957091161
2.0,6,8,9,1,4,35.0,0.04188522125223748
2.0,6,8,9,2,4,40.0,0.04267510809270151
2.0,6,9,4,1,4,27.0,0.023948739697450767
2.0,6,9,4,2,4,31.0,0.037541530679865036
2.0,6,9,5,1,4,33.0,0.044444418917205256
2.0,6,9,5,2,4,38.0,0.04028033660598422
2.0,6,9,6,1,4,52.0,0.05382679949201288
2.0,6,9,6,2,4,49.0,0.04774133727806294
2.0,6,9,7,1,4,36.0,0.025430487242816015
2.0,6,9,7,2,4,33.0,0.04237697290252238
2.0,6,9,8,1,4,33.0,0.02999096617978317
2.0,6,9,8,2,4,28.0,0.03236769419763023
2.0,6,9,9,1,4,26.0,0.02514650750257531
2.0,6,9,9,2,4,40.0,0.0364397641621463
2.0,7,4,4,1,4,49.0,0.04379770582541595
2.0,7,4,4,2,4,29.0,-0.06778339545089322
2.0,7,4,5,1,4,30.0,-0.0318166977341308
2.0,7,4,5,2,4,44.0,0.03891522279460034
2.0,7,4,6,1,4,27.0,-0.058532162207767004
2.0,7,4,6,2,4,25.0,-0.08253753444393448
2.0,7,4,7,1,4,24.0,-0.06691132749525584
2.0,7,4,7,2,4,31.0,-0.05093254219691508
2.0,7,4,8,1,4,43.0,0.029607041035082257
2.0,7,4,8,2,4,56.0,0.06018259796452514
2.0,7,4,9,1,4,24.0,-0.07009905041659253
2.0,7,4,9,2,4,26.0,-0.06618187763017175
2.0,7,5,4,1,4,48.0,0.04270788286018047
2.0,7,5,4,2,4,44.0,0.03857857054142349
2.0,7,5,5,1,4,42.0,0.051219112033776486
2.0,7,5,5,2,4,26.0,-0.040512615510336115
2.0,7,5,6,1,4,27.0,-0.06067588762096139
2.0,7,5,6,2,4,23.0,-0.06609611198116352
2.0,7,5,7,1,4,27.0,-0.08058570796660137
2.0,7,5,7,2,4,27.0,-0.05675416645497358
2.0,7,5,8,1,4,43.0,0.056761588459307274
2.0,7,5,8,2,4,37.0,0.04032837189414818
2.0,7,5,9,1,4,24.0,-0.07694011819175718
2.0,7,5,9,2,4,42.0,0.0481698884374961
2.0,7,6,4,1,4,34.0,0.03327479692579666
2.0,7,6,4,2,4,45.0,0.04512668973006335
2.0,7,6,5,1,4,37.0,0.04667450222344843
2.0,7,6,5,2,4,31.0,0.03613337344943438
2.0,7,6,6,1,4,34.0,0.046210076471622154
2.0,7,6,6,2,4,32.0,0.036901644525923434
2.0,7,6,7,1,4,43.0,0.04551278543128811
2.0,7,6,7,2,4,44.0,0.04517866714613712
2.0,7,6,8,1,4,39.0,0.048329961882860185
2.0,7,6,8,2,4,42.0,0.058004130604666075
2.0,7,6,9,1,4,35.0,0.04544191844485277
2.0,7,6,9,2,4,21.0,-0.06379853815526852
2.0,7,7,4,1,4,37.0,0.03671471579226231
2.0,7,7,4,2,4,29.0,0.036218141803979816
2.0,7,7,5,1,4,37.0,0.024034275834111784
2.0,7,7,5,2,4,29.0,0.0330466405526461
2.0,7,7,6,1,4,42.0,0.03337256365177925
2.0,7,7,6,2,4,40.0,0.02947861706832371
2.0,7,7,7,1,4,42.0,0.05566615646876034
2.0,7,7,7,2,4,41.0,0.03924906066469667
2.0,7,7,8,1,4,33.0,0.03627262728160526
2.0,7,7,8,2,4,52.0,0.05420757748613062
2.0,7,7,9,1,4,42.0,0.04680163251037289
2.0,7,7,9,2,4,23.0,-0.060401623158308514
2.0,7,8,4,1,4,27.0,0.027015570011734484
2.0,7,8,4,2,4,30.0,0.03694266423549162
2.0,7,8,5,1,4,34.0,0.042037780372059526
2.0,7,8,5,2,4,36.0,0.03847112355179785
2.0,7,8,6,1,4,38.0,0.0362688055309632
2.0,7,8,6,2,4,37.0,0.040710255398710544
2.0,7,8,7,1,4,32.0,0.038048965136752946
2.0,7,8,7,2,4,44.0,0.04668594211218796
2.0,7,8,8,1,4,28.0,0.0411014069696397
2.0,7,8,8,2,4,41.0,0.060455371798750025
2.0,7,8,9,1,4,39.0,0.04475942807127789
2.0,7,8,9,2,4,25.0,-0.0007241212034927878
2.0,7,9,4,1,4,30.0,0.024755712077556415
2.0,7,9,4,2,4,30.0,0.027605145782588245
2.0,7,9,5,1,4,34.0,0.04048423798618359
2.0,7,9,5,2,4,30.0,0.03696484281404041
2.0,7,9,6,1,4,33.0,0.033373465733470394
2.0,7,9,6,2,4,33.0,0.0326468591721832
2.0,7,9,7,1,4,32.0,0.02675551953273126
2.0,7,9,7,2,4,42.0,0.043830260463061946
2.0,7,9,8,1,4,30.0,0.024338085897847424
2.0,7,9,8,2,4,31.0,0.02628738111376161
2.0,7,9,9,1,4,41.0,0.048429925227226125
2.0,7,9,9,2,4,36.0,0.02899395774464806
2.0,8,4,4,1,4,32.0,-0.049568769248467905
2.0,8,4,4,2,4,26.0,-0.06431176861858708
2.0,8,4,5,1,4,24.0,-0.06571066353796154
2.0,8,4,5,2,4,24.0,-0.06774613364640301
2.0,8,4,6,1,4,26.0,-0.06603167914002574
2.0,8,4,6,2,4,31.0,-0.05105631043755325
2.0,8,4,7,1,4,33.0,-0.06830531308973255
2.0,8,4,7,2,4,25.0,-0.05900776630997527
2.0,8,4,8,1,4,28.0,-0.051412637629465366
2.0,8,4,8,2,4,22.0,-0.06708137838293234
2.0,8,4,9,1,4,24.0,-0.0358082901047037
2.0,8,4,9,2,4,31.0,-0.06729407117676471
2.0,8,5,4,1,4,45.0,0.04164312433436416
2.0,8,5,4,2,4,51.0,0.048412651047546114
2.0,8,5,5,1,4,24.0,-0.051840816160574385
2.0,8,5,5,2,4,40.0,0.0351331118822644
2.0,8,5,6,1,4,46.0,0.03877810092368916
2.0,8,5,6,2,4,26.0,-0.06697979312070376
2.0,8,5,7,1,4,57.0,0.04452355898767872
2.0,8,5,7,2,4,31.0,0.024849066246582657
2.0,8,5,8,1,4,37.0,0.039807699127312725
2.0,8,5,8,2,4,25.0,-0.07195377771876006
2.0,8,5,9,1,4,27.0,-0.07687468906052444
2.0,8,5,9,2,4,39.0,-0.07330777586154019
2.0,8,6,4,1,4,44.0,0.045069647206001325
2.0,8,6,4,2,4,35.0,0.043751704000523965
2.0,8,6,5,1,4,38.0,0.0337825375360463
2.0,8,6,5,2,4,41.0,0.03820528306282322
2.0,8,6,6,1,4,33.0,0.02379870481719471
2.0,8,6,6,2,4,43.0,0.03363200735042926
2.0,8,6,7,1,4,39.0,0.03386111850860286
2.0,8,6,7,2,4,35.0,0.034941565396643504
2.0,8,6,8,1,4,24.0,-0.07731674013907602
2.0,8,6,8,2,4,39.0,0.02359634154143423
2.0,8,6,9,1,4,37.0,0.019263529468209778
2.0,8,6,9,2,4,30.0,0.03203430614360177
2.0,8,7,4,1,4,44.0,0.04453915761128809
2.0,8,7,4,2,4,37.0,0.037489447010407954
2.0,8,7,5,1,4,42.0,0.04348968404047566
2.0,8,7,5,2,4,44.0,0.0467885684531984
2.0,8,7,6,1,4,32.0,0.030302704394735987
2.0,8,7,6,2,4,49.0,0.04946431429346514
2.0,8,7,7,1,4,37.0,0.026188600208142742
2.0,8,7,7,2,4,42.0,0.044562853814675424
2.0,8,7,8,1,4,29.0,0.027012640809088478
2.0,8,7,8,2,4,32.0,0.045685592993588146
2.0,8,7,9,1,4,28.0,-0.01824989158763336
2.0,8,7,9,2,4,24.0,-0.046536358519382225
2.0,8,8,4,1,4,38.0,0.0348739580530084
2.0,8,8,4,2,4,33.0,0.02808331868972012
2.0,8,8,5,1,4,31.0,0.025293477225690714
2.0,8,8,5,2,4,30.0,0.03013843507372812
2.0,8,8,6,1,4,31.0,0.03970894668718305
2.0,8,8,6,2,4,47.0,0.052833037473073136
2.0,8,8,7,1,4,25.0,-0.04972260767174002
2.0,8,8,7,2,4,39.0,0.025954432105061705
2.0,8,8,8,1,4,33.0,0.0387445147422321
2.0,8,8,8,2,4,34.0,0.038996156907084065
2.0,8,8,9,1,4,36.0,0.04392073336604995
2.0,8,8,9,2,4,39.0,0.038260966314420324
2.0,8,9,4,1,4,32.0,0.027888925508633814
2.0,8,9,4,2,4,39.0,0.029431065791821406
2.0,8,9,5,1,4,30.0,0.032661812588149125
2.0,8,9,5,2,4,38.0,0.036629707072878055
2.0,8,9,6,1,4,40.0,0.035085179029504074
2.0,8,9,6,2,4,35.0,0.03424743099413502
2.0,8,9,7,1,4,29.0,0.021127740668510156
2.0,8,9,7,2,4,30.0,0.03393623912217945
2.0,8,9,8,1,4,34.0,0.0393219188920144
2.0,8,9,8,2,4,28.0,0.04478596057424522
2.0,8,9,9,1,4,30.0,0.033014284511930767
2.0,8,9,9,2,4,33.0,0.03568514047317483
2.0,9,4,4,1,4,25.0,-0.053575494595875135
2.0,9,4,4,2,4,38.0,0.030040629895345606
2.0,9,4,5,1,4,28.0,-0.06184435480066431
2.0,9,4,5,2,4,28.0,-0.039853044699600555
2.0,9,4,6,1,4,29.0,-0.04650009537538947
2.0,9,4,6,2,4,25.0,-0.08586836181268125
2.0,9,4,7,1,4,26.0,-0.050975954776709374
2.0,9,4,7,2,4,26.0,-0.08274731579748573
2.0,9,4,8,1,4,29.0,-0.08856161392921738
2.0,9,4,8,2,4,22.0,-0.1055643189261703
2.0,9,4,9,1,4,24.0,-0.08109792480682669
2.0,9,4,9,2,4,25.0,-0.06359189212366588
2.0,9,5,4,1,4,32.0,-0.06427794629034035
2.0,9,5,4,2,4,36.0,0.032996170159351274
2.0,9,5,5,1,4,31.0,-0.03159968735799824
2.0,9,5,5,2,4,25.0,-0.048518286956733256
2.0,9,5,6,1,4,42.0,0.03476379916500513
2.0,9,5,6,2,4,48.0,0.05560764568769711
2.0,9,5,7,1,4,48.0,0.04981971952559255
2.0,9,5,7,2,4,29.0,-0.05360192960724672
2.0,9,5,8,1,4,54.0,0.07231134516638157
2.0,9,5,8,2,4,27.0,-0.03999208849021677
2.0,9,5,9,1,4,44.0,0.07888504788026214
2.0,9,5,9,2,4,46.0,0.08964769860955321
2.0,9,6,4,1,4,29.0,-0.01616241252957392
2.0,9,6,4,2,4,25.0,-0.05184790591975725
2.0,9,6,5,1,4,27.0,0.013943855195844426
2.0,9,6,5,2,4,32.0,0.011263643855074525
2.0,9,6,6,1,4,26.0,-0.06776332307945958
2.0,9,6,6,2,4,23.0,-0.0703062522461384
2.0,9,6,7,1,4,44.0,0.04842396776093888
2.0,9,6,7,2,4,26.0,-0.02238078763678196
2.0,9,6,8,1,4,26.0,-0.0630709124657157
2.0,9,6,8,2,4,26.0,-0.05577518681501489
2.0,9,6,9,1,4,40.0,0.05679475545568212
2.0,9,6,9,2,4,32.0,0.04280863540764584
2.0,9,7,4,1,4,30.0,0.016781826641926248
2.0,9,7,4,2,4,34.0,0.019893689087793005
2.0,9,7,5,1,4,47.0,0.04815992678918318
2.0,9,7,5,2,4,56.0,0.04475968631659821
2.0,9,7,6,1,4,52.0,0.0427079638995572
2.0,9,7,6,2,4,38.0,0.03548101361070321
2.0,9,7,7,1,4,25.0,0.031315548622687525
2.0,9,7,7,2,4,40.0,0.057159410205555775
2.0,9,7,8,1,4,22.0,-0.053013010344372426
2.0,9,7,8,2,4,43.0,0.06946717182773987
2.0,9,7,9,1,4,33.0,0.03803820836477794
2.0,9,7,9,2,4,46.0,0.06677204777794758
2.0,9,8,4,1,4,32.0,0.031553899398383135
2.0,9,8,4,2,4,48.0,0.04474207331720105
2.0,9,8,5,1,4,35.0,0.038687401076206655
2.0,9,8,5,2,4,36.0,0.02410144366096585
2.0,9,8,6,1,4,28.0,0.029816923108971723
2.0,9,8,6,2,4,36.0,0.03596810324938182
2.0,9,8,7,1,4,34.0,0.04470300688812598
2.0,9,8,7,2,4,33.0,0.03130738441361177
2.0,9,8,8,1,4,34.0,0.04423239854344187
2.0,9,8,8,2,4,27.0,0.04268120967538008
2.0,9,8,9,1,4,47.0,0.05460057592094388
2.0,9,8,9,2,4,33.0,0.033372428304257774
2.0,9,9,4,1,4,33.0,0.03218943162007469
2.0,9,9,4,2,4,40.0,0.029625629629570976
2.0,9,9,5,1,4,37.0,0.022230742555653805
2.0,9,9,5,2,4,33.0,0.028459424606369254
2.0,9,9,6,1,4,44.0,0.055169565766173795
2.0,9,9,6,2,4,44.0,0.05392780774068588
2.0,9,9,7,1,4,33.0,0.04084334983889688
2.0,9,9,7,2,4,35.0,0.027464516583175707
2.0,9,9,8,1,4,34.0,0.033853798718384974
2.0,9,9,8,2,4,30.0,0.03529896260058585
2.0,9,9,9,1,4,31.0,0.030307675139326258
2.0,9,9,9,2,4,28.0,0.032080056012951635
4.0,4,4,4,1,4,36.0,0.037156438643778246
4.0,4,4,4,2,4,27.0,-0.04623704689672084
4.0,4,4,5,1,4,29.0,-0.06551227593306579
4.0,4,4,5,2,4,30.0,-0.04716881734831322
4.0,4,4,6,1,4,28.0,-0.057210141117392616
4.0,4,4,6,2,4,53.0,0.04422987335295577
4.0,4,4,7,1,4,25.0,-0.08365284445372113
4.0,4,4,7,2,4,32.0,-0.04534872062269545
4.0,4,4,8,1,4,22.0,-0.0623545630498409
4.0,4,4,8,2,4,27.0,-0.041013344641454015
4.0,4,4,9,1,4,29.0,-0.02051474899675056
4.0,4,4,9,2,4,24.0,-0.09700822151994776
4.0,4,5,4,1,4,23.0,-0.06378146365225502
4.0,4,5,4,2,4,25.0,-0.05341230541176135
4.0,4,5,5,1,4,28.0,-0.02035040094391221
4.0,4,5,5,2,4,46.0,0.048780134676447616
4.0,4,5,6,1,4,56.0,0.047678920665933086
4.0,4,5,6,2,4,45.0,0.048676806591049664
4.0,4,5,7,1,4,50.0,0.05622002711607872
4.0,4,5,7,2,4,37.0,0.035374991090040685
4.0,4,5,8,1,4,61.0,0.06685495681332411
4.0,4,5,8,2,4,29.0,-0.04557336080575804
4.0,4,5,9,1,4,25.0,-0.011662393909170125
4.0,4,5,9,2,4,25.0,-0.09164271139391177
4.0,4,6,4,1,4,40.0,0.037001824319202875
4.0,4,6,4,2,4,29.0,0.021941430434009146
4.0,4,6,5,1,4,39.0,0.047868647809042625
4.0,4,6,5,2,4,30.0,0.027197948599874826
4.0,4,6,6,1,4,42.0,0.045269115974574975
4.0,4,6,6,2,4,36.0,0.03338123895289598
4.0,4,6,7,1,4,39.0,0.05307277574761067
4.0,4,6,7,2,4,33.0,0.03149703698879047
4.0,4,6,8,1,4,35.0,0.026521581668160866
4.0,4,6,8,2,4,29.0,-0.05376142801095096
4.0,4,6,9,1,4,26.0,-0.05722708403366671
4.0,4,6,9,2,4,35.0,0.034353341107749305
4.0,4,7,4,1,4,35.0,0.027585181821218087
4.0,4,7,4,2,4,33.0,0.029680033233431415
4.0,4,7,5,1,4,32.0,0.03420628196670764
4.0,4,7,5,2,4,51.0,0.048085357730926995
4.0,4,7,6,1,4,31.0,0.03616752218010462
4.0,4,7,6,2,4,34.0,0.031176463337698905
4.0,4,7,7,1,4,32.0,0.0326086676756532
4.0,4,7,7,2,4,29.0,0.01579281382901189
4.0,4,7,8,1,4,44.0,0.04634971544875734
4.0,4,7,8,2,4,27.0,0.0014851004108266711
4.0,4,7,9,1,4,28.0,0.024441645685056378
4.0,4,7,9,2,4,37.0,0.03639880920796356
4.0,4,8,4,1,4,30.0,0.03371869111360323
4.0,4,8,4,2,4,33.0,0.03389721842997189
4.0,4,8,5,1,4,37.0,0.03259291902368309
4.0,4,8,5,2,4,27.0,0.025545149663987615
4.0,4,8,6,1,4,27.0,0.04175637029424413
4.0,4,8,6,2,4,33.0,0.04810544089260275
4.0,4,8,7,1,4,39.0,0.046825943882589635
4.0,4,8,7,2,4,38.0,0.03415963142313478
4.0,4,8,8,1,4,29.0,0.0016309256633987338
4.0,4,8,8,2,4,38.0,0.049141572754989725
4.0,4,8,9,1,4,43.0,0.04829225583464138
4.0,4,8,9,2,4,32.0,0.0413067893518931
4.0,4,9,4,1,4,34.0,0.03850062705211786
4.0,4,9,4,2,4,32.0,0.039551253432449675
4.0,4,9,5,1,4,42.0,0.03647291855147622
4.0,4,9,5,2,4,32.0,0.03607065280658725
4.0,4,9,6,1,4,31.0,0.04342809648234098
4.0,4,9,6,2,4,30.0,0.03255406276032359
4.0,4,9,7,1,4,30.0,0.02958193115980972
4.0,4,9,7,2,4,39.0,0.03857986513734669
4.0,4,9,8,1,4,36.0,0.04567230246344385
4.0,4,9,8,2,4,33.0,0.02621227837879753
4.0,4,9,9,1,4,41.0,0.0394163080815489
4.0,4,9,9,2,4,35.0,0.04365252127393039
4.0,5,4,4,1,4,30.0,-0.0684044945448478
4.0,5,4,4,2,4,48.0,0.0384221343870201
4.0,5,4,5,1,4,29.0,-0.07527682288679846
4.0,5,4,5,2,4,27.0,-0.0626378876830577
4.0,5,4,6,1,4,23.0,-0.07040101346635476
4.0,5,4,6,2,4,27.0,-0.07767257840073155
4.0,5,4,7,1,4,25.0,-0.05817407873770774
4.0,5,4,7,2,4,43.0,0.04856130903957925
4.0,5,4,8,1,4,29.0,-0.05014093832275184
4.0,5,4,8,2,4,39.0,-0.031603432235548325
4.0,5,4,9,1,4,24.0,-0.04492571340836947
4.0,5,4,9,2,4,33.0,-0.051111514667345
4.0,5,5,4,1,4,35.0,0.03478180438092293
4.0,5,5,4,2,4,34.0,-0.013182104912232803
4.0,5,5,5,1,4,48.0,0.044737707469856704
4.0,5,5,5,2,4,52.0,0.046341929782115425
4.0,5,5,6,1,4,45.0,0.050288544423253395
4.0,5,5,6,2,4,31.0,-0.02980068676199303
4.0,5,5,7,1,4,48.0,0.05171136802539062
4.0,5,5,7,2,4,24.0,-0.07303894562066426
4.0,5,5,8,1,4,49.0,0.060577378883286896
4.0,5,5,8,2,4,41.0,0.03848819142031866
4.0,5,5,9,1,4,23.0,-0.10840766511039121
4.0,5,5,9,2,4,25.0,-0.042232374912326315
4.0,5,6,4,1,4,38.0,0.027467414862924453
4.0,5,6,4,2,4,43.0,0.048256616617789884
4.0,5,6,5,1,4,36.0,0.03636390136871173
4.0,5,6,5,2,4,30.0,-0.04050391089922388
4.0,5,6,6,1,4,41.0,0.05045812735053167
4.0,5,6,6,2,4,33.0,0.031685751715827985
4.0,5,6,7,1,4,25.0,-0.03792591328076059
4.0,5,6,7,2,4,33.0,-0.055461101175096145
4.0,5,6,8,1,4,32.0,0.03423971591332818
4.0,5,6,8,2,4,41.0,0.053928109882457664
4.0,5,6,9,1,4,52.0,0.0397887653483442
4.0,5,6,9,2,4,24.0,-0.06462933823180227
4.0,5,7,4,1,4,34.0,0.030493378495847552
4.0,5,7,4,2,4,44.0,0.036653428118609194
4.0,5,7,5,1,4,33.0,0.0424832964981922
4.0,5,7,5,2,4,39.0,0.03313129489026935
4.0,5,7,6,1,4,40.0,0.03981038642264645
4.0,5,7,6,2,4,41.0,0.043404426234168084
4.0,5,7,7,1,4,36.0,0.05094190382124171
4.0,5,7,7,2,4,38.0,0.03658181192964253
4.0,5,7,8,1,4,43.0,0.04320087099898079
4.0,5,7,8,2,4,36.0,0.028541007841196547
4.0,5,7,9,1,4,31.0,0.04363716095267009
4.0,5,7,9,2,4,44.0,0.06087668308276433
4.0,5,8,4,1,4,33.0,0.03189546460398497
4.0,5,8,4,2,4,27.0,0.025061008005741604
4.0,5,8,5,1,4,35.0,0.03410627060392141
4.0,5,8,5,2,4,38.0,0.041491083878450394
4.0,5,8,6,1,4,25.0,0.0229431233664549
4.0,5,8,6,2,4,39.0,0.037752579054789924
4.0,5,8,7,1,4,30.0,0.036379300895957485
4.0,5,8,7,2,4,55.0,0.05117895738844715
4.0,5,8,8,1,4,31.0,0.036147624012873636
4.0,5,8,8,2,4,38.0,0.041106609717472584
4.0,5,8,9,1,4,38.0,0.04009270931160706
4.0,5,8,9,2,4,34.0,0.03334200372248128
4.0,5,9,4,1,4,33.0,0.03556017523615559
4.0,5,9,4,2,4,32.0,0.03366949323708637
4.0,5,9,5,1,4,31.0,0.026130629261669213
4.0,5,9,5,2,4,28.0,0.013293083047023943
4.0,5,9,6,1,4,32.0,0.037801843683956705
4.0,5,9,6,2,4,36.0,0.03440725660227213
4.0,5,9,7,1,4,33.0,0.038146141098369765
4.0,5,9,7,2,4,37.0,0.033216157662473
4.0,5,9,8,1,4,43.0,0.05318707104341234
4.0,5,9,8,2,4,33.0,0.045391345927821215
4.0,5,9,9,1,4,38.0,0.04460692330462402
4.0,5,9,9,2,4,34.0,0.053931509759704004
4.0,6,4,4,1,4,26.0,-0.05874892738080128
4.0,6,4,4,2,4,49.0,0.049988190973795116
4.0,6,4,5,1,4,33.0,-0.06367910474606173
4.0,6,4,5,2,4,35.0,-0.0525498197921653
4.0,6,4,6,1,4,54.0,0.04992070194616521
4.0,6,4,6,2,4,27.0,-0.08154206903506776
4.0,6,4,7,1,4,46.0,0.04740493159964957
4.0,6,4,7,2,4,25.0,-0.07261559988351167
4.0,6,4,8,1,4,52.0,0.0034297876796078246
4.0,6,4,8,2,4,27.0,-0.04263140573164852
4.0,6,4,9,1,4,29.0,-0.06602145931759733
