advantage,n_random,n_fund,n_chart,n_mm_slow,n_mm_fast,time_dt,price_dt
7.0,7,5,6,1,4,60.0,0.04357217335373533
7.0,7,5,6,2,4,30.0,-0.046465116221702144
7.0,7,5,7,1,4,28.0,-0.05387992286906993
7.0,7,5,7,2,4,64.0,0.03557866014985874
7.0,7,5,8,1,4,28.0,-0.07385783571266648
7.0,7,5,8,2,4,38.0,-0.07831589774971008
7.0,7,5,9,1,4,34.0,-0.017679884670749726
7.0,7,5,9,2,4,48.0,0.03420286065330858
7.0,7,6,4,1,4,46.0,0.03756231877581436
7.0,7,6,4,2,4,27.0,-0.05477454981751988
7.0,7,6,5,1,4,42.0,0.027817338323601268
7.0,7,6,5,2,4,26.0,-0.05537315812682167
7.0,7,6,6,1,4,26.0,-0.07241950435036673
7.0,7,6,6,2,4,28.0,-0.06031911481401011
7.0,7,6,7,1,4,46.0,0.034894064046131754
7.0,7,6,7,2,4,33.0,-0.017039860949201468
7.0,7,6,8,1,4,29.0,-0.05815247593826712
7.0,7,6,8,2,4,51.0,0.05634076651484724
7.0,7,6,9,1,4,32.0,-0.03592300914676617
7.0,7,6,9,2,4,28.0,-0.03961092017877632
7.0,7,7,4,1,4,50.0,0.05202464187657509
7.0,7,7,4,2,4,28.0,-0.06103341332197646
7.0,7,7,5,1,4,28.0,-0.023865815967308482
7.0,7,7,5,2,4,46.0,0.0346613326328579
7.0,7,7,6,1,4,26.0,-0.06110636058126504
7.0,7,7,6,2,4,30.0,-0.0343078355436327
7.0,7,7,7,1,4,28.0,-0.0338626010284052
7.0,7,7,7,2,4,45.0,0.046219176621449094
7.0,7,7,8,1,4,28.0,-0.060102305573501796
7.0,7,7,8,2,4,52.0,0.05601710486949213
7.0,7,7,9,1,4,41.0,0.03154531965821136
7.0,7,7,9,2,4,42.0,0.05502437168249176
7.0,7,8,4,1,4,50.0,0.04416501018941033
7.0,7,8,4,2,4,25.0,-0.023295108671148857
7.0,7,8,5,1,4,33.0,0.034200802825239456
7.0,7,8,5,2,4,41.0,0.028861746594494392
7.0,7,8,6,1,4,26.0,-0.06845636427861598
7.0,7,8,6,2,4,27.0,-0.052381512337239755
7.0,7,8,7,1,4,38.0,0.03540100137906488
7.0,7,8,7,2,4,45.0,0.04905368733935401
7.0,7,8,8,1,4,41.0,0.04425970198472275
7.0,7,8,8,2,4,43.0,0.04754697084065778
7.0,7,8,9,1,4,49.0,0.044077782499481265
7.0,7,8,9,2,4,40.0,0.03488662494285044
7.0,7,9,4,1,4,33.0,0.033966709470888715
7.0,7,9,4,2,4,48.0,0.042464693789757736
7.0,7,9,5,1,4,34.0,0.03675601186988239
7.0,7,9,5,2,4,40.0,0.03710904368307334
7.0,7,9,6,1,4,41.0,0.051726933400656996
7.0,7,9,6,2,4,38.0,0.040494265568429576
7.0,7,9,7,1,4,39.0,0.04560649239206151
7.0,7,9,7,2,4,34.0,0.03980781160944685
7.0,7,9,8,1,4,36.0,0.03848614349709956
7.0,7,9,8,2,4,39.0,0.0383688824306907
7.0,7,9,9,1,4,29.0,-0.011111395371297008
7.0,7,9,9,2,4,35.0,0.043121158920948956
7.0,8,4,4,1,4,29.0,-0.04409693364999653
7.0,8,4,4,2,4,29.0,-0.06451986186972175
7.0,8,4,5,1,4,28.0,-0.07768436355105313
7.0,8,4,5,2,4,33.0,-0.06652098418813643
7.0,8,4,6,1,4,36.0,-0.05671088636501518
7.0,8,4,6,2,4,32.0,-0.06463958026674282
7.0,8,4,7,1,4,31.0,-0.07426316771321231
7.0,8,4,7,2,4,34.0,-0.07905087140496232
7.0,8,4,8,1,4,27.0,-0.06808393354632797
7.0,8,4,8,2,4,30.0,-0.08284754465256222
7.0,8,4,9,1,4,28.0,-0.08089868773241389
7.0,8,4,9,2,4,38.0,-0.06502769730829862
7.0,8,5,4,1,4,27.0,-0.07458751390382158
7.0,8,5,4,2,4,56.0,0.03930051372372021
7.0,8,5,5,1,4,29.0,-0.04673691792804373
7.0,8,5,5,2,4,32.0,-0.0587426890532741
7.0,8,5,6,1,4,35.0,-0.054009373005435575
7.0,8,5,6,2,4,26.0,-0.07239806255740747
7.0,8,5,7,1,4,26.0,-0.07580339959362888
7.0,8,5,7,2,4,65.0,0.04103329494884862
7.0,8,5,8,1,4,27.0,-0.0507943906963866
7.0,8,5,8,2,4,32.0,-0.05011015287701807
7.0,8,5,9,1,4,33.0,-0.05269354913871111
7.0,8,5,9,2,4,35.0,-0.04053432665090688
7.0,8,6,4,1,4,60.0,0.03389109295829363
7.0,8,6,4,2,4,29.0,-0.038439899708941544
7.0,8,6,5,1,4,42.0,0.033317100811451755
7.0,8,6,5,2,4,42.0,0.04834708704037821
7.0,8,6,6,1,4,29.0,-0.056497026271139596
7.0,8,6,6,2,4,29.0,-0.06918755734042277
7.0,8,6,7,1,4,33.0,-0.05185271338378343
7.0,8,6,7,2,4,31.0,-0.042224899100237426
7.0,8,6,8,1,4,50.0,0.05240361999763334
7.0,8,6,8,2,4,51.0,0.044278758783469506
7.0,8,6,9,1,4,27.0,-0.06722743484121488
7.0,8,6,9,2,4,29.0,-0.06637305279375022
7.0,8,7,4,1,4,33.0,-0.0391493781106585
7.0,8,7,4,2,4,40.0,-0.03109072024068887
7.0,8,7,5,1,4,45.0,0.04943247221575756
7.0,8,7,5,2,4,48.0,0.049352094593556294
7.0,8,7,6,1,4,49.0,0.038773481704934595
7.0,8,7,6,2,4,32.0,-0.02619499722782311
7.0,8,7,7,1,4,27.0,-0.05084737220067574
7.0,8,7,7,2,4,41.0,0.04259640957760931
7.0,8,7,8,1,4,57.0,0.06473963564706554
7.0,8,7,8,2,4,40.0,0.03573433470516494
7.0,8,7,9,1,4,49.0,0.05234465937718979
7.0,8,7,9,2,4,47.0,0.04777201687198584
7.0,8,8,4,1,4,43.0,0.03972531619339979
7.0,8,8,4,2,4,39.0,0.03727034408000335
7.0,8,8,5,1,4,44.0,0.04274474348283648
7.0,8,8,5,2,4,39.0,0.03834288573120343
7.0,8,8,6,1,4,40.0,0.04056998127203655
7.0,8,8,6,2,4,40.0,0.045039923015799704
7.0,8,8,7,1,4,45.0,0.04740838742156766
7.0,8,8,7,2,4,43.0,0.0448547314973821
7.0,8,8,8,1,4,46.0,0.05642480521699249
7.0,8,8,8,2,4,43.0,0.04839852668722352
7.0,8,8,9,1,4,39.0,0.03239778650567434
7.0,8,8,9,2,4,43.0,0.0486234984887034
7.0,8,9,4,1,4,41.0,0.0348696318772404
7.0,8,9,4,2,4,28.0,-0.03619360751321375
7.0,8,9,5,1,4,41.0,0.03513541393890171
7.0,8,9,5,2,4,35.0,0.04001332736456625
7.0,8,9,6,1,4,28.0,-0.015687326806333148
7.0,8,9,6,2,4,35.0,-0.008407946584631834
7.0,8,9,7,1,4,49.0,0.048401140032692185
7.0,8,9,7,2,4,45.0,0.05185400241558876
7.0,8,9,8,1,4,44.0,0.034408387458781865
7.0,8,9,8,2,4,31.0,0.018193248212232088
7.0,8,9,9,1,4,40.0,0.032810876360734036
7.0,8,9,9,2,4,37.0,0.02938260285273328
7.0,9,4,4,1,4,39.0,-0.04794385909397091
7.0,9,4,4,2,4,32.0,-0.07257013306822292
7.0,9,4,5,1,4,33.0,-0.05040372955563812
7.0,9,4,5,2,4,27.0,-0.06847960625116231
7.0,9,4,6,1,4,33.0,-0.0583421491769744
7.0,9,4,6,2,4,36.0,-0.04470875621932491
7.0,9,4,7,1,4,30.0,-0.07871723131746339
7.0,9,4,7,2,4,37.0,-0.04760745991083101
7.0,9,4,8,1,4,30.0,-0.0739573263540202
7.0,9,4,8,2,4,31.0,-0.08202929621451253
7.0,9,4,9,1,4,32.0,-0.07457190284821229
7.0,9,4,9,2,4,33.0,-0.03880682656163504
7.0,9,5,4,1,4,30.0,-0.06739736775411802
7.0,9,5,4,2,4,30.0,-0.047217734201454295
7.0,9,5,5,1,4,25.0,-0.07258416820525906
7.0,9,5,5,2,4,29.0,-0.08970470200965346
7.0,9,5,6,1,4,32.0,-0.03990230245730397
7.0,9,5,6,2,4,32.0,-0.050650015015745835
7.0,9,5,7,1,4,32.0,-0.048917305973658516
7.0,9,5,7,2,4,30.0,-0.053404864606518915
7.0,9,5,8,1,4,22.0,-0.09034705716191543
7.0,9,5,8,2,4,29.0,-0.07497910882460979
7.0,9,5,9,1,4,26.0,-0.0705465812436365
7.0,9,5,9,2,4,31.0,-0.05253055146521565
7.0,9,6,4,1,4,29.0,-0.06776404679361672
7.0,9,6,4,2,4,25.0,-0.07202377447117943
7.0,9,6,5,1,4,26.0,-0.06051107943914952
7.0,9,6,5,2,4,30.0,-0.04552466769248948
7.0,9,6,6,1,4,52.0,0.04696307434771134
7.0,9,6,6,2,4,32.0,-0.021164393431772035
7.0,9,6,7,1,4,29.0,-0.06324781781675727
7.0,9,6,7,2,4,58.0,0.05643068977367052
7.0,9,6,8,1,4,33.0,-0.051175410223741585
7.0,9,6,8,2,4,29.0,-0.04164845183695171
7.0,9,6,9,1,4,33.0,-0.03591472542095006
7.0,9,6,9,2,4,27.0,-0.061916701949537856
7.0,9,7,4,1,4,40.0,0.035115791976553054
7.0,9,7,4,2,4,49.0,0.04073338178694099
7.0,9,7,5,1,4,41.0,0.0346211865047402
7.0,9,7,5,2,4,45.0,0.03822249203491877
7.0,9,7,6,1,4,40.0,0.04066460355792427
7.0,9,7,6,2,4,27.0,-0.05067945347488043
7.0,9,7,7,1,4,40.0,0.04495732946539515
7.0,9,7,7,2,4,31.0,-0.02457360245347276
7.0,9,7,8,1,4,27.0,-0.07699073912855413
7.0,9,7,8,2,4,47.0,0.04871774560348339
7.0,9,7,9,1,4,45.0,0.0426301176305392
7.0,9,7,9,2,4,39.0,0.02958076579363102
7.0,9,8,4,1,4,41.0,0.039399593029381036
7.0,9,8,4,2,4,38.0,0.03464392476609183
7.0,9,8,5,1,4,43.0,0.04167892621096943
7.0,9,8,5,2,4,28.0,-0.045585143371023984
7.0,9,8,6,1,4,37.0,0.030130072657019075
7.0,9,8,6,2,4,32.0,0.02453284429984555
7.0,9,8,7,1,4,36.0,0.03653574913598848
7.0,9,8,7,2,4,28.0,-0.02269004791058562
7.0,9,8,8,1,4,28.0,-0.039470761492340994
7.0,9,8,8,2,4,28.0,-0.05755418692347401
7.0,9,8,9,1,4,37.0,0.017488080415088803
7.0,9,8,9,2,4,28.0,-0.05429542744801365
7.0,9,9,4,1,4,35.0,0.03111062116725107
7.0,9,9,4,2,4,47.0,0.039609962101903165
7.0,9,9,5,1,4,33.0,0.0149380212280245
7.0,9,9,5,2,4,42.0,0.03844735544008587
7.0,9,9,6,1,4,38.0,0.03758010720430194
7.0,9,9,6,2,4,26.0,-0.03059422907468116
7.0,9,9,7,1,4,41.0,0.03339324102634433
7.0,9,9,7,2,4,39.0,0.03830517188920009
7.0,9,9,8,1,4,40.0,0.034892507331480735
7.0,9,9,8,2,4,28.0,0.020840972042971428
7.0,9,9,9,1,4,41.0,0.03466213712975646
7.0,9,9,9,2,4,44.0,0.050963007253847774
11.0,4,4,4,1,4,30.0,-0.03710541713114499
11.0,4,4,4,2,4,48.0,0.042974449248413045
11.0,4,4,5,1,4,74.0,0.0328027371922021
11.0,4,4,5,2,4,53.0,0.04006291331490708
11.0,4,4,6,1,4,31.0,-0.017738764390170674
11.0,4,4,6,2,4,29.0,-0.06756290390903785
11.0,4,4,7,1,4,50.0,0.04256062793141051
11.0,4,4,7,2,4,34.0,-0.0367757774703998
11.0,4,4,8,1,4,46.0,0.049331255203615025
11.0,4,4,8,2,4,48.0,0.06267609402027152
11.0,4,4,9,1,4,30.0,-0.042451903589871956
11.0,4,4,9,2,4,28.0,-0.06731625881697903
11.0,4,5,4,1,4,32.0,0.03847544699345249
11.0,4,5,4,2,4,41.0,0.035407393204001464
11.0,4,5,5,1,4,30.0,-0.027776758549075544
11.0,4,5,5,2,4,40.0,0.03260460423147561
11.0,4,5,6,1,4,33.0,-0.036634522667664426
11.0,4,5,6,2,4,49.0,0.051067912036055055
11.0,4,5,7,1,4,50.0,0.049763396874274245
11.0,4,5,7,2,4,57.0,0.05940533431186267
11.0,4,5,8,1,4,35.0,0.013103071722603362
11.0,4,5,8,2,4,24.0,-0.06547947214837267
11.0,4,5,9,1,4,24.0,-0.0736871252245036
11.0,4,5,9,2,4,30.0,-0.04190696259752059
11.0,4,6,4,1,4,42.0,0.026542524383066878
11.0,4,6,4,2,4,49.0,0.0425775938982484
11.0,4,6,5,1,4,49.0,0.053684331246943585
11.0,4,6,5,2,4,43.0,0.038339272338755774
11.0,4,6,6,1,4,36.0,0.03424062815634745
11.0,4,6,6,2,4,42.0,0.043864382119631395
11.0,4,6,7,1,4,37.0,0.023751792924322942
11.0,4,6,7,2,4,31.0,-0.019795835059075458
11.0,4,6,8,1,4,46.0,0.05291941679580149
11.0,4,6,8,2,4,47.0,0.05334541928915089
11.0,4,6,9,1,4,27.0,-0.06206948844532534
11.0,4,6,9,2,4,45.0,0.049763222771326374
11.0,4,7,4,1,4,41.0,0.04491948320600523
11.0,4,7,4,2,4,33.0,0.0340823829499535
11.0,4,7,5,1,4,32.0,0.028222303920508868
11.0,4,7,5,2,4,37.0,0.03303733750841509
11.0,4,7,6,1,4,36.0,0.030478187513985903
11.0,4,7,6,2,4,35.0,0.039872802382698656
11.0,4,7,7,1,4,26.0,-0.053671332484454985
11.0,4,7,7,2,4,33.0,0.022882928225785783
11.0,4,7,8,1,4,47.0,0.05330330182453911
11.0,4,7,8,2,4,43.0,0.04006821531537261
11.0,4,7,9,1,4,43.0,0.04627933881616277
11.0,4,7,9,2,4,41.0,0.05110465042533946
11.0,4,8,4,1,4,34.0,0.03545184496112295
11.0,4,8,4,2,4,40.0,0.036359498922158354
11.0,4,8,5,1,4,38.0,0.03654273832122192
11.0,4,8,5,2,4,40.0,0.03396204059799183
11.0,4,8,6,1,4,36.0,0.0293678190614353
11.0,4,8,6,2,4,41.0,0.03474708677377463
11.0,4,8,7,1,4,43.0,0.03128652395765195
11.0,4,8,7,2,4,36.0,0.023081448229367932
11.0,4,8,8,1,4,39.0,0.04806036283730205
11.0,4,8,8,2,4,36.0,0.036320411634296064
11.0,4,8,9,1,4,34.0,0.03109613452412321
11.0,4,8,9,2,4,31.0,0.03114193866237166
11.0,4,9,4,1,4,35.0,0.037275118723052586
11.0,4,9,4,2,4,27.0,0.020956440617804672
11.0,4,9,5,1,4,32.0,0.03756361929650465
11.0,4,9,5,2,4,29.0,0.02162721109770264
11.0,4,9,6,1,4,37.0,0.04038647210672401
11.0,4,9,6,2,4,53.0,0.05516443975099291
11.0,4,9,7,1,4,38.0,0.032920653667538574
11.0,4,9,7,2,4,34.0,0.03022400184536441
11.0,4,9,8,1,4,36.0,0.04171945545370211
11.0,4,9,8,2,4,35.0,0.0321495070227948
11.0,4,9,9,1,4,45.0,0.06159444478893844
11.0,4,9,9,2,4,34.0,0.048058947576164336
11.0,5,4,4,1,4,27.0,-0.06441902445880843
11.0,5,4,4,2,4,75.0,0.023650259836036285
11.0,5,4,5,1,4,36.0,-0.044041223436570236
11.0,5,4,5,2,4,58.0,0.04247647667554841
11.0,5,4,6,1,4,28.0,-0.06687509845986736
11.0,5,4,6,2,4,71.0,0.0363037380847605
11.0,5,4,7,1,4,28.0,-0.08098024316094327
11.0,5,4,7,2,4,60.0,0.05347688302517192
11.0,5,4,8,1,4,34.0,-0.0737694361802564
11.0,5,4,8,2,4,31.0,-0.0654881521906166
11.0,5,4,9,1,4,25.0,-0.06277587888588461
11.0,5,4,9,2,4,35.0,-0.057641251665353305
11.0,5,5,4,1,4,37.0,0.04242105915019419
11.0,5,5,4,2,4,48.0,0.03209471755821551
11.0,5,5,5,1,4,53.0,0.045591821727890926
11.0,5,5,5,2,4,54.0,0.041975379338016844
11.0,5,5,6,1,4,28.0,-0.05403928761083055
11.0,5,5,6,2,4,32.0,-0.053891494504957414
11.0,5,5,7,1,4,60.0,0.057277022980310524
11.0,5,5,7,2,4,24.0,-0.058502964555504446
11.0,5,5,8,1,4,25.0,-0.055433547912622845
11.0,5,5,8,2,4,25.0,-0.059687985758649045
11.0,5,5,9,1,4,25.0,-0.05502508434222968
11.0,5,5,9,2,4,26.0,-0.07493298628380005
11.0,5,6,4,1,4,45.0,0.03416492033213396
11.0,5,6,4,2,4,46.0,0.05111722024853095
11.0,5,6,5,1,4,28.0,-0.04931834038257458
11.0,5,6,5,2,4,28.0,-0.05525643169300374
11.0,5,6,6,1,4,29.0,-0.05342632680438448
11.0,5,6,6,2,4,31.0,-0.03755971248078309
11.0,5,6,7,1,4,38.0,0.024300524093741543
11.0,5,6,7,2,4,42.0,0.0370910670049627
11.0,5,6,8,1,4,28.0,-0.06368989019281968
11.0,5,6,8,2,4,28.0,-0.04239459816854987
11.0,5,6,9,1,4,29.0,-0.03921458126415814
11.0,5,6,9,2,4,33.0,-0.040250905848758706
11.0,5,7,4,1,4,30.0,0.03302393711245671
11.0,5,7,4,2,4,43.0,0.03869614918952664
11.0,5,7,5,1,4,37.0,0.030355545211367425
11.0,5,7,5,2,4,40.0,0.03688146459266591
11.0,5,7,6,1,4,28.0,-0.048529597355879694
11.0,5,7,6,2,4,48.0,0.056177047056389234
11.0,5,7,7,1,4,43.0,0.017004119738079127
11.0,5,7,7,2,4,23.0,-0.08665468419583629
11.0,5,7,8,1,4,25.0,-0.07039064366504225
11.0,5,7,8,2,4,49.0,0.05288745708621942
11.0,5,7,9,1,4,27.0,-0.02585438465400622
11.0,5,7,9,2,4,38.0,0.05190782421786201
11.0,5,8,4,1,4,41.0,0.03860116095734041
11.0,5,8,4,2,4,38.0,0.03733270004981603
11.0,5,8,5,1,4,36.0,0.0325502369625324
11.0,5,8,5,2,4,39.0,0.033723051657365735
11.0,5,8,6,1,4,38.0,0.03580807675624825
11.0,5,8,6,2,4,42.0,0.046661750413334493
11.0,5,8,7,1,4,49.0,0.05421119702582753
11.0,5,8,7,2,4,35.0,0.02621513331683501
11.0,5,8,8,1,4,44.0,0.05813428143380933
11.0,5,8,8,2,4,47.0,0.04679840770925084
11.0,5,8,9,1,4,26.0,-0.025044203070680317
11.0,5,8,9,2,4,39.0,0.03805996775501994
11.0,5,9,4,1,4,47.0,0.04329808834387852
11.0,5,9,4,2,4,32.0,0.031523107893711946
11.0,5,9,5,1,4,33.0,0.03367535447253321
11.0,5,9,5,2,4,36.0,0.032408800457977754
11.0,5,9,6,1,4,48.0,0.049705254237245325
11.0,5,9,6,2,4,38.0,0.032190419101803903
11.0,5,9,7,1,4,39.0,0.038413703973787704
11.0,5,9,7,2,4,36.0,0.03630945484718521
11.0,5,9,8,1,4,33.0,0.04673051736093761
11.0,5,9,8,2,4,39.0,0.03188239535955131
11.0,5,9,9,1,4,41.0,0.044678317872860474
11.0,5,9,9,2,4,35.0,0.0494175816605671
11.0,6,4,4,1,4,32.0,-0.05160571615877474
11.0,6,4,4,2,4,31.0,-0.06955740970463489
11.0,6,4,5,1,4,28.0,-0.06784604804056006
11.0,6,4,5,2,4,42.0,-0.04419320063078225
11.0,6,4,6,1,4,34.0,-0.1063109212026192
11.0,6,4,6,2,4,27.0,-0.08542962789962447
11.0,6,4,7,1,4,29.0,-0.06102503351096505
11.0,6,4,7,2,4,28.0,-0.06927699769085124
11.0,6,4,8,1,4,32.0,-0.07836185018614827
11.0,6,4,8,2,4,40.0,-0.03911095466845682
11.0,6,4,9,1,4,29.0,-0.11263992001728802
11.0,6,4,9,2,4,27.0,-0.08830781508306365
11.0,6,5,4,1,4,32.0,-0.0628450289902342
11.0,6,5,4,2,4,50.0,0.04220719678759095
11.0,6,5,5,1,4,31.0,-0.060436514916585145
11.0,6,5,5,2,4,31.0,-0.06356386665094738
11.0,6,5,6,1,4,29.0,-0.060229344335298564
11.0,6,5,6,2,4,59.0,0.050230112099694954
11.0,6,5,7,1,4,30.0,-0.03475249610637014
11.0,6,5,7,2,4,35.0,-0.04449044721780189
11.0,6,5,8,1,4,47.0,0.032469944688188666
11.0,6,5,8,2,4,34.0,-0.06798113978565191
11.0,6,5,9,1,4,23.0,-0.087455749018861
11.0,6,5,9,2,4,46.0,0.03392005999610853
11.0,6,6,4,1,4,29.0,-0.041511663019666876
11.0,6,6,4,2,4,25.0,-0.056232738897010456
11.0,6,6,5,1,4,51.0,0.03834968706655536
11.0,6,6,5,2,4,29.0,-0.05977464445952757
11.0,6,6,6,1,4,32.0,-0.018563920599168986
11.0,6,6,6,2,4,30.0,-0.020648106690801877
11.0,6,6,7,1,4,55.0,0.0558417957076135
11.0,6,6,7,2,4,26.0,-0.042981538487152096
11.0,6,6,8,1,4,27.0,-0.06603391474696559
11.0,6,6,8,2,4,45.0,0.04592389344816833
11.0,6,6,9,1,4,24.0,-0.05423254124289044
11.0,6,6,9,2,4,32.0,-0.038927194847184356
11.0,6,7,4,1,4,43.0,0.03336675346140866
11.0,6,7,4,2,4,51.0,0.043370137973273874
11.0,6,7,5,1,4,27.0,-0.03478025200616942
11.0,6,7,5,2,4,40.0,0.03539226420824427
11.0,6,7,6,1,4,27.0,-0.05021796685482048
11.0,6,7,6,2,4,49.0,0.05905770728854686
11.0,6,7,7,1,4,43.0,0.057678334308368835
11.0,6,7,7,2,4,50.0,0.04812658720817239
11.0,6,7,8,1,4,26.0,-0.02723222668784583
11.0,6,7,8,2,4,47.0,0.051305874475882265
11.0,6,7,9,1,4,28.0,-0.036039906931232324
11.0,6,7,9,2,4,41.0,0.03716136143136462
11.0,6,8,4,1,4,46.0,0.04657358669238555
11.0,6,8,4,2,4,36.0,0.02996567954635979
11.0,6,8,5,1,4,31.0,0.0038820840424783113
11.0,6,8,5,2,4,50.0,0.05211491670771839
11.0,6,8,6,1,4,40.0,0.04015532342513435
11.0,6,8,6,2,4,46.0,0.05404631732623237
11.0,6,8,7,1,4,43.0,0.03968538401090054
11.0,6,8,7,2,4,43.0,0.042491629600434316
11.0,6,8,8,1,4,38.0,0.03459197553282582
11.0,6,8,8,2,4,27.0,-0.0461973117702485
11.0,6,8,9,1,4,42.0,0.048897269584543684
11.0,6,8,9,2,4,26.0,-0.06078675037682561
11.0,6,9,4,1,4,35.0,0.03060300393654777
11.0,6,9,4,2,4,40.0,0.027802847625864803
11.0,6,9,5,1,4,43.0,0.04718295527681037
11.0,6,9,5,2,4,33.0,0.030062210309498422
11.0,6,9,6,1,4,38.0,0.03765552121585209
11.0,6,9,6,2,4,43.0,0.04935497820517803
11.0,6,9,7,1,4,39.0,0.03216475982610311
11.0,6,9,7,2,4,45.0,0.04328287778369722
11.0,6,9,8,1,4,33.0,0.030792790865586433
11.0,6,9,8,2,4,45.0,0.04664871509861668
11.0,6,9,9,1,4,32.0,-0.01142955169577344
11.0,6,9,9,2,4,31.0,0.03203460459799879
11.0,7,4,4,1,4,27.0,-0.09380080847074969
11.0,7,4,4,2,4,37.0,-0.044201735232182356
11.0,7,4,5,1,4,35.0,-0.07697178346378382
11.0,7,4,5,2,4,32.0,-0.07688488877306439
11.0,7,4,6,1,4,32.0,-0.0547326862083291
11.0,7,4,6,2,4,82.0,0.028088857503134675
11.0,7,4,7,1,4,29.0,-0.08429254116174421
11.0,7,4,7,2,4,33.0,-0.08395124334912367
11.0,7,4,8,1,4,31.0,-0.06223598843780839
11.0,7,4,8,2,4,36.0,-0.061365495857983
11.0,7,4,9,1,4,30.0,-0.07457279728969719
11.0,7,4,9,2,4,32.0,-0.06481259730383533
11.0,7,5,4,1,4,29.0,-0.04765878290919439
11.0,7,5,4,2,4,27.0,-0.06767551729181603
11.0,7,5,5,1,4,29.0,-0.05953930417504381
11.0,7,5,5,2,4,31.0,-0.05976046939344836
11.0,7,5,6,1,4,29.0,-0.08144673987697705
11.0,7,5,6,2,4,28.0,-0.07458004822236572
11.0,7,5,7,1,4,26.0,-0.08335063806051368
11.0,7,5,7,2,4,26.0,-0.0794565486080548
11.0,7,5,8,1,4,31.0,-0.0737089533806559
11.0,7,5,8,2,4,33.0,-0.04741949554557703
11.0,7,5,9,1,4,31.0,-0.044485262075484776
11.0,7,5,9,2,4,56.0,0.04465563597405308
11.0,7,6,4,1,4,25.0,-0.04682287438744962
11.0,7,6,4,2,4,29.0,-0.04949986276625049
11.0,7,6,5,1,4,55.0,0.043370078951423925
11.0,7,6,5,2,4,58.0,0.04246649672493079
11.0,7,6,6,1,4,28.0,-0.07145517444504804
11.0,7,6,6,2,4,27.0,-0.0834197778302896
11.0,7,6,7,1,4,27.0,-0.042101177103258294
11.0,7,6,7,2,4,47.0,0.04241331741273586
11.0,7,6,8,1,4,35.0,-0.009310742506521232
11.0,7,6,8,2,4,54.0,0.05486483034217959
11.0,7,6,9,1,4,28.0,-0.050306224831921244
11.0,7,6,9,2,4,33.0,-0.043746384677418905
11.0,7,7,4,1,4,36.0,0.03186932536092613
11.0,7,7,4,2,4,43.0,0.03677380628829249
11.0,7,7,5,1,4,50.0,0.04501200403082684
11.0,7,7,5,2,4,34.0,-0.04062679431645602
11.0,7,7,6,1,4,47.0,0.04287402554870957
11.0,7,7,6,2,4,44.0,0.042037952173277986
11.0,7,7,7,1,4,41.0,0.0371458565016353
11.0,7,7,7,2,4,42.0,0.04005306166039711
11.0,7,7,8,1,4,31.0,-0.009566105905718436
11.0,7,7,8,2,4,47.0,0.04602670619535777
11.0,7,7,9,1,4,27.0,-0.04971043662366578
11.0,7,7,9,2,4,28.0,-0.05994838272606072
11.0,7,8,4,1,4,44.0,0.03495175943188095
11.0,7,8,4,2,4,43.0,0.03940212789428603
11.0,7,8,5,1,4,51.0,0.047630543491668176
11.0,7,8,5,2,4,42.0,0.04111304834764993
11.0,7,8,6,1,4,44.0,0.04072082166923231
11.0,7,8,6,2,4,35.0,0.04103667923328271
11.0,7,8,7,1,4,38.0,0.039471056848039685
11.0,7,8,7,2,4,34.0,0.028629137011040327
11.0,7,8,8,1,4,40.0,0.032631598431079434
11.0,7,8,8,2,4,52.0,0.05758009669694898
11.0,7,8,9,1,4,40.0,0.009916174169507587
11.0,7,8,9,2,4,33.0,-0.023901679020610366
11.0,7,9,4,1,4,34.0,0.028840337270648622
11.0,7,9,4,2,4,40.0,0.036678800427438533
11.0,7,9,5,1,4,51.0,0.04598290386015404
11.0,7,9,5,2,4,37.0,0.03467689613600619
11.0,7,9,6,1,4,41.0,0.040794264023104876
11.0,7,9,6,2,4,44.0,0.04516970704929962
11.0,7,9,7,1,4,48.0,0.043533798302526516
11.0,7,9,7,2,4,39.0,0.03965547146844486
11.0,7,9,8,1,4,37.0,0.04067399153002649
11.0,7,9,8,2,4,38.0,0.04178884067977674
11.0,7,9,9,1,4,42.0,0.04634750169814643
11.0,7,9,9,2,4,31.0,-0.042538519398366226
11.0,8,4,4,1,4,29.0,-0.06123118741171318
11.0,8,4,4,2,4,32.0,-0.08532412494199659
11.0,8,4,5,1,4,29.0,-0.06892717655962226
11.0,8,4,5,2,4,34.0,-0.06610781304064176
11.0,8,4,6,1,4,34.0,-0.05696913254765583
11.0,8,4,6,2,4,34.0,-0.06331757394021152
11.0,8,4,7,1,4,33.0,-0.06032413857875222
11.0,8,4,7,2,4,36.0,-0.059062823283082
11.0,8,4,8,1,4,29.0,-0.06797600907919887
11.0,8,4,8,2,4,76.0,0.04841957640901143
11.0,8,4,9,1,4,30.0,-0.07444427726095297
11.0,8,4,9,2,4,36.0,-0.05791615517349401
11.0,8,5,4,1,4,32.0,-0.07386762747260375
11.0,8,5,4,2,4,29.0,-0.07041692249492755
11.0,8,5,5,1,4,30.0,-0.07347204216638324
11.0,8,5,5,2,4,27.0,-0.050264478999104766
11.0,8,5,6,1,4,35.0,-0.05003440038087352
11.0,8,5,6,2,4,31.0,-0.05053808427720697
11.0,8,5,7,1,4,33.0,-0.061937702026329984
11.0,8,5,7,2,4,30.0,-0.03527437022516246
